date,open,high,low,close,adj_close,volume
2019-02-05,211.490005,212.520004,209.639999,211.610001,190.742874,2074500
2019-02-06,212.259995,212.259995,210.479996,211.600006,190.733826,1618800
2019-02-07,210.070007,210.100006,206.270004,209.050003,188.944290,2526600
2019-02-08,207.830002,208.490005,205.750000,207.750000,187.769302,2013700
2019-02-11,208.649994,208.919998,206.759995,208.720001,188.646027,2376600
2019-02-12,210.059998,212.750000,209.259995,211.899994,191.520126,2091200
2019-02-13,212.229996,213.509995,211.300003,212.800003,192.333603,1703000
2019-02-14,212.000000,214.550003,211.139999,213.839996,193.273590,1411100
2019-02-15,215.149994,217.250000,214.039993,216.470001,195.650665,2635500
2019-02-19,216.669998,219.600006,216.509995,218.119995,197.141922,1938100
2019-02-20,218.229996,219.070007,215.059998,217.110001,196.229095,1785600
2019-02-21,216.600006,216.720001,214.330002,215.229996,194.529892,1615300
2019-02-22,215.169998,216.589996,214.250000,216.289993,195.487961,1542500
2019-02-25,217.369995,219.089996,216.550003,217.050003,196.174866,1794000
2019-02-26,216.889999,218.910004,216.130005,217.610001,196.680984,1884100
2019-02-27,216.509995,218.860001,216.449997,218.050003,197.078674,1482700
2019-02-28,218.490005,219.690002,217.520004,218.740005,197.702347,2055600
2019-03-01,219.759995,220.570007,215.770004,219.440002,198.335007,2178200
2019-03-04,220.429993,221.080002,215.869995,218.410004,197.404053,2444700
2019-03-05,218.910004,221.610001,218.899994,219.820007,198.678452,2160200
2019-03-06,220.500000,221.910004,218.229996,219.229996,198.145157,1985300
2019-03-07,218.130005,219.389999,216.220001,216.789993,195.939865,3279100
2019-03-08,225.479996,228.699997,223.770004,227.820007,205.908981,6782700
2019-03-11,227.529999,229.910004,227.059998,229.690002,207.599197,3748400
2019-03-12,230.320007,233.399994,229.899994,232.960007,210.554733,2647100
2019-03-13,234.250000,237.449997,232.949997,236.380005,213.645798,2421200
2019-03-14,236.130005,236.380005,233.279999,233.839996,211.350052,2300300
2019-03-15,234.169998,235.649994,233.179993,233.600006,211.133163,5075400
2019-03-18,233.580002,236.679993,233.490005,236.589996,213.835571,1735400
2019-03-19,237.520004,238.050003,236.289993,237.050003,214.251282,1852300
2019-03-20,237.029999,238.490005,235.779999,236.979996,214.188065,1499500
2019-03-21,236.679993,239.850006,236.550003,239.539993,216.501785,1617000
2019-03-22,239.750000,240.339996,236.899994,237.559998,214.712280,1873600
2019-03-25,236.929993,238.080002,235.789993,236.970001,214.179047,1357100
2019-03-26,238.000000,240.250000,237.360001,239.070007,216.077072,1193000
2019-03-27,238.710007,240.210007,238.160004,239.410004,216.384354,1351200
2019-03-28,239.979996,241.949997,239.580002,241.220001,218.020248,1396700
2019-03-29,241.660004,242.440002,240.770004,242.139999,218.851807,1968000
2019-04-01,243.070007,244.410004,242.580002,244.190002,220.704636,1610200
2019-04-02,244.000000,244.190002,240.309998,240.500000,217.369553,1574300
2019-04-03,241.690002,243.550003,241.020004,242.479996,219.159058,1663600
2019-04-04,242.169998,244.759995,241.250000,244.399994,220.894470,1319700
2019-04-05,244.960007,247.089996,244.009995,245.869995,222.223038,1616200
2019-04-08,245.990005,246.830002,245.199997,246.520004,222.810562,1244200
2019-04-09,245.110001,245.679993,244.009995,244.910004,221.355408,1450200
2019-04-10,245.279999,246.669998,244.710007,245.610001,221.988068,1556600
2019-04-11,243.619995,244.179993,240.919998,241.240005,218.038345,2719800
2019-04-12,241.509995,242.720001,240.899994,241.949997,218.680038,2187600
2019-04-15,242.369995,246.750000,241.960007,246.330002,222.638794,1859700
2019-04-16,246.649994,246.820007,244.250000,245.339996,221.744049,1360500
2019-04-17,246.300003,246.460007,244.320007,245.559998,221.942841,1363000
2019-04-18,246.789993,247.250000,244.699997,245.809998,222.168823,1365000
2019-04-22,245.190002,245.770004,242.559998,243.419998,220.008698,1300000
2019-04-23,244.649994,246.529999,242.210007,245.580002,221.960907,1524600
2019-04-24,245.679993,248.699997,245.600006,247.960007,224.112015,1156400
2019-04-25,246.210007,247.149994,243.940002,245.600006,221.979004,1278200
2019-04-26,245.619995,245.889999,242.059998,243.820007,220.370209,1842900
2019-04-29,245.000000,245.750000,243.490005,244.279999,220.785980,1429700
2019-04-30,244.770004,245.789993,243.020004,245.529999,221.915741,1427600
2019-05-01,245.339996,245.460007,241.550003,241.589996,218.354675,1350400
2019-05-02,241.759995,242.889999,240.419998,242.690002,219.348862,1237600
2019-05-03,243.270004,244.880005,242.720001,244.619995,221.093277,905900
2019-05-06,242.850006,244.830002,242.059998,244.229996,220.740768,1194900
2019-05-07,241.720001,242.740005,238.220001,240.179993,217.080246,1775200
2019-05-08,239.559998,243.050003,238.190002,241.339996,218.128738,1611900
2019-05-09,240.660004,244.059998,240.160004,243.470001,220.648148,1919300
2019-05-10,242.940002,248.550003,240.029999,247.020004,223.865372,2036500
2019-05-13,244.119995,244.929993,240.669998,241.919998,219.243423,1962800
2019-05-14,242.289993,245.089996,241.809998,242.729996,219.977493,1635100
2019-05-15,242.110001,245.399994,241.229996,244.669998,221.735626,1194800
2019-05-16,245.630005,249.729996,245.210007,247.440002,224.246063,1800600
2019-05-17,245.880005,250.050003,245.589996,248.350006,225.070709,1672000
2019-05-20,247.149994,249.940002,247.149994,248.899994,225.569183,1600500
2019-05-21,249.110001,250.830002,248.100006,249.929993,226.502609,1504200
2019-05-22,251.009995,251.009995,249.139999,249.509995,226.121964,1242300
2019-05-23,248.630005,249.919998,247.179993,248.529999,225.233856,1822800
2019-05-24,249.110001,249.559998,246.770004,247.300003,224.119171,1340200
2019-05-28,248.580002,250.199997,246.139999,246.309998,223.221939,3164100
2019-05-29,244.130005,244.770004,238.910004,240.690002,218.128723,2594900
2019-05-30,242.149994,243.580002,240.750000,241.539993,218.899063,2030300
2019-05-31,238.979996,240.660004,233.050003,239.580002,217.122787,4058100
2019-06-03,239.779999,241.539993,238.080002,241.070007,218.473099,2512500
2019-06-04,243.000000,245.820007,242.500000,245.610001,222.587555,1761500
2019-06-05,246.100006,248.759995,245.020004,247.960007,224.717239,1825500
2019-06-06,248.000000,251.940002,247.740005,251.210007,227.662643,1487800
2019-06-07,251.160004,256.600006,251.020004,256.010010,232.012695,2270200
2019-06-10,256.399994,258.829987,256.109985,256.850006,232.773956,1839500
2019-06-11,258.910004,259.619995,256.209991,257.109985,233.009537,1613500
2019-06-12,257.579987,258.750000,255.770004,257.230011,233.118332,1071700
2019-06-13,257.709991,259.869995,257.549988,259.709991,235.365829,1228500
2019-06-14,260.000000,261.200012,258.910004,260.149994,235.764648,1287800
2019-06-17,261.130005,262.250000,260.429993,261.429993,236.924591,1191900
2019-06-18,263.609985,264.200012,262.049988,262.739990,238.111832,2763200
2019-06-19,262.309998,264.100006,260.940002,263.660004,238.945618,1628400
2019-06-20,265.000000,267.790009,264.549988,267.350006,242.289825,1745100
2019-06-21,266.769989,268.940002,265.989990,266.130005,241.184097,2964000
2019-06-24,267.309998,267.970001,266.519989,266.769989,241.764069,1586100
2019-06-25,266.709991,267.079987,265.359985,266.359985,241.392517,1182400
2019-06-26,266.450012,266.820007,264.339996,264.410004,239.625229,1334400
2019-06-27,264.899994,266.480011,262.989990,265.579987,240.685608,1122900
2019-06-28,265.500000,266.390015,263.359985,264.260010,239.489349,1952500
2019-07-01,266.429993,267.000000,261.839996,263.549988,238.845932,1955800
2019-07-02,263.920013,265.570007,261.670013,265.470001,240.585938,1201300
2019-07-03,265.140015,269.160004,265.140015,269.140015,243.911942,986500
2019-07-05,268.200012,268.609985,266.269989,268.250000,243.105392,1081500
2019-07-08,268.329987,269.690002,267.350006,269.399994,244.147552,1236000
2019-07-09,269.359985,270.779999,268.489990,269.970001,244.664139,1400300
2019-07-10,270.049988,271.529999,269.339996,271.420013,245.978226,1257000
2019-07-11,272.329987,276.769989,271.809998,276.540009,250.618301,1985600
2019-07-12,276.500000,280.000000,276.010010,279.440002,253.246429,2046400
2019-07-15,279.940002,280.700012,278.899994,280.579987,254.279572,1568000
2019-07-16,281.000000,281.369995,279.779999,280.649994,254.343033,1379200
2019-07-17,281.049988,282.850006,280.220001,281.559998,255.167694,1716600
2019-07-18,282.200012,283.059998,279.190002,282.910004,256.391235,1696100
2019-07-19,283.070007,284.309998,281.350006,281.510010,255.122528,1607600
2019-07-22,281.220001,282.320007,279.320007,280.170013,253.908020,1459100
2019-07-23,281.850006,282.079987,279.019989,280.100006,253.844620,1117800
2019-07-24,279.829987,281.239990,279.010010,280.829987,254.506226,1257100
2019-07-25,281.200012,281.940002,279.339996,279.799988,253.572693,1600200
2019-07-26,279.799988,281.769989,279.119995,281.369995,254.995529,1447700
2019-07-29,281.010010,281.299988,279.540009,280.130005,253.871872,1257400
2019-07-30,280.269989,280.570007,279.100006,279.500000,253.300888,978200
2019-07-31,279.019989,279.720001,272.630005,275.630005,249.793610,1886900
2019-08-01,275.750000,280.929993,274.309998,274.570007,248.833038,2634300
2019-08-02,274.299988,274.940002,270.500000,272.500000,246.956879,1969200
2019-08-05,270.089996,270.549988,262.709991,265.100006,240.250717,3329800
2019-08-06,266.470001,270.230011,264.049988,269.309998,244.065903,2383000
2019-08-07,268.179993,274.859985,263.589996,274.299988,248.588257,3037500
2019-08-08,273.040009,274.839996,271.000000,274.799988,249.041428,2046700
2019-08-09,274.579987,275.470001,271.910004,273.940002,248.262070,1284300
2019-08-12,274.029999,274.980011,269.299988,271.309998,245.878510,1638600
2019-08-13,271.179993,278.160004,270.010010,276.260010,250.364548,1724600
2019-08-14,274.000000,275.359985,268.000000,268.149994,243.014709,2122100
2019-08-15,270.529999,272.970001,268.769989,271.519989,246.068863,1623200
2019-08-16,274.100006,276.070007,273.440002,274.100006,248.406906,1230800
2019-08-19,276.410004,277.380005,274.549988,275.609985,249.775497,1313400
2019-08-20,276.279999,276.359985,272.850006,272.970001,247.382935,1390600
2019-08-21,275.410004,276.540009,274.700012,275.679993,249.838898,1682300
2019-08-22,277.010010,280.989990,276.869995,279.920013,253.681442,2345500
2019-08-23,278.209991,280.130005,272.700012,274.010010,248.325500,1984300
2019-08-26,275.750000,278.529999,275.690002,278.459991,252.358292,1426400
2019-08-27,281.000000,293.440002,280.339996,292.380005,264.973511,5169000
2019-08-28,293.750000,299.950012,292.420013,294.489990,266.885742,5162100
2019-08-29,297.480011,297.730011,292.760010,296.570007,269.365356,2613100
2019-08-30,298.000000,298.279999,292.829987,294.760010,267.721344,1801000
2019-09-03,292.570007,294.000000,290.459991,292.049988,265.259979,1842900
2019-09-04,294.000000,296.299988,293.769989,296.119995,268.956573,1375700
2019-09-05,298.429993,299.709991,296.679993,296.970001,269.728607,1865300
2019-09-06,299.200012,304.640015,298.290009,303.760010,275.895844,3018100
2019-09-09,304.500000,307.339996,298.209991,299.000000,271.572418,3397200
2019-09-10,297.380005,298.250000,294.579987,297.000000,269.755859,2725000
2019-09-11,294.299988,295.739990,287.809998,290.690002,264.024689,4754700
2019-09-12,290.339996,292.750000,288.679993,289.890015,263.298126,2942600
2019-09-13,290.200012,294.070007,289.850006,291.899994,265.123657,2306300
2019-09-16,290.570007,291.380005,288.339996,288.690002,262.208130,1508900
2019-09-17,289.559998,291.790009,288.690002,291.410004,264.678650,1758900
2019-09-18,290.700012,293.570007,288.799988,292.429993,265.605133,1666000
2019-09-19,289.489990,289.760010,284.709991,287.829987,261.427094,3004700
2019-09-20,288.750000,289.410004,286.140015,286.359985,260.091919,3409500
2019-09-23,286.359985,288.130005,285.750000,287.570007,261.190887,2025400
2019-09-24,289.299988,292.619995,286.399994,287.910004,261.499664,2483200
2019-09-25,288.260010,289.679993,286.869995,288.510010,262.044678,1827800
2019-09-26,289.429993,289.809998,286.600006,288.260010,261.817566,1877300
2019-09-27,289.529999,289.529999,284.399994,285.950012,259.719452,1538100
2019-09-30,287.700012,288.619995,286.570007,288.109985,261.681396,2151500
2019-10-01,288.040009,288.679993,283.179993,283.929993,257.884735,2648900
2019-10-02,283.230011,285.790009,282.220001,285.109985,258.956482,2480600
2019-10-03,285.390015,290.859985,281.600006,289.000000,262.489716,3590200
2019-10-04,287.850006,291.950012,283.320007,291.670013,264.914795,4513300
2019-10-07,291.040009,295.690002,290.500000,293.410004,266.495148,1988700
2019-10-08,292.950012,295.579987,290.450012,291.890015,265.114655,2201100
2019-10-09,293.109985,298.570007,293.109985,296.899994,269.665009,2235500
2019-10-10,298.630005,299.480011,296.260010,297.140015,269.883026,1637500
2019-10-11,298.070007,300.760010,297.359985,297.600006,270.300812,1855500
2019-10-14,298.000000,300.339996,297.500000,297.519989,270.228149,1297600
2019-10-15,298.320007,299.640015,297.230011,298.390015,271.018341,1580700
2019-10-16,296.799988,298.970001,295.079987,298.779999,271.372528,1811100
2019-10-17,298.850006,302.609985,298.850006,302.399994,274.660553,1734600
2019-10-18,302.000000,304.000000,300.980011,302.859985,275.078400,1853900
2019-10-21,303.000000,303.510010,300.170013,301.079987,273.461700,1322900
2019-10-22,301.609985,304.880005,299.950012,299.970001,272.453430,1955600
2019-10-23,299.579987,300.049988,297.179993,297.320007,270.046539,1798700
2019-10-24,295.049988,298.279999,294.559998,297.049988,269.801300,2056700
2019-10-25,295.519989,297.250000,295.109985,296.500000,269.301727,1686200
2019-10-28,295.700012,299.089996,295.209991,298.940002,271.517944,1672600
2019-10-29,298.209991,298.940002,295.809998,295.859985,268.720428,1295300
2019-10-30,296.920013,300.250000,295.970001,299.839996,272.335358,1264300
2019-10-31,298.359985,299.619995,294.549988,297.109985,270.442047,2277400
2019-11-01,297.989990,298.420013,295.500000,296.089996,269.513672,1364500
2019-11-04,297.160004,298.220001,295.170013,296.820007,270.178162,1651600
2019-11-05,297.089996,299.690002,295.809998,299.179993,272.326233,2204500
2019-11-06,299.970001,301.649994,297.929993,301.570007,274.501770,1675000
2019-11-07,303.929993,307.100006,302.480011,305.209991,277.815002,2399400
2019-11-08,302.739990,304.290009,301.279999,302.619995,275.457489,1501600
2019-11-11,301.549988,302.329987,299.700012,300.839996,273.837250,1160900
2019-11-12,300.829987,302.730011,298.660004,300.500000,273.527771,1540800
2019-11-13,300.179993,304.000000,299.519989,302.899994,275.712341,1517900
2019-11-14,304.390015,305.890015,302.269989,304.589996,277.250641,1336400
2019-11-15,305.309998,305.440002,301.600006,303.660004,276.404083,1706100
2019-11-18,303.109985,306.380005,302.750000,304.540009,277.205170,1241300
2019-11-19,304.500000,304.640015,301.450012,302.239990,275.111633,1761400
2019-11-20,302.440002,303.170013,298.010010,300.570007,273.591522,1979500
2019-11-21,300.690002,301.869995,299.519989,300.269989,273.318359,1302500
2019-11-22,301.940002,301.940002,297.230011,299.309998,272.444611,1277300
2019-11-25,300.290009,300.630005,297.549988,299.049988,272.207947,1613000
2019-11-26,299.260010,301.350006,298.820007,301.239990,274.201355,3359100
2019-11-27,301.820007,302.790009,300.570007,300.760010,273.764404,1906500
2019-11-29,300.820007,300.890015,299.660004,299.809998,272.899689,981600
2019-12-02,299.750000,300.200012,294.269989,297.390015,270.696930,2705500
2019-12-03,295.130005,296.190002,292.700012,295.670013,269.131348,1921400
2019-12-04,296.040009,297.160004,295.149994,296.519989,269.904999,1742000
2019-12-05,297.130005,297.130005,292.500000,293.100006,266.791931,1941100
2019-12-06,294.980011,295.989990,294.260010,294.950012,268.475861,1462000
2019-12-09,295.000000,297.190002,294.549988,295.160004,268.667084,1960000
2019-12-10,296.029999,296.690002,294.549988,295.779999,269.231445,1565900
2019-12-11,296.000000,296.350006,293.049988,295.299988,268.794525,1749800
2019-12-12,295.269989,297.760010,294.119995,297.339996,270.651398,2742700
2019-12-13,294.640015,295.000000,289.100006,291.869995,265.672363,5195600
2019-12-16,293.029999,294.459991,292.850006,293.500000,267.156067,2410000
2019-12-17,293.500000,296.299988,292.750000,295.549988,269.022003,2474100
2019-12-18,295.989990,296.359985,291.820007,291.869995,265.672363,3309800
2019-12-19,292.059998,293.809998,291.500000,293.709991,267.347229,2333600
2019-12-20,293.850006,295.019989,292.779999,294.829987,268.366638,4866500
2019-12-23,294.910004,295.309998,293.029999,293.309998,266.983124,1309800
2019-12-24,293.910004,294.450012,293.359985,294.230011,267.820587,543600
2019-12-26,294.489990,295.730011,293.899994,295.730011,269.185883,1101800
2019-12-27,296.220001,296.299988,293.179993,294.109985,267.711365,1439100
2019-12-30,294.200012,295.609985,293.660004,295.140015,268.648926,1238900
2019-12-31,295.000000,295.450012,292.179993,293.920013,267.538391,1550700
2020-01-02,294.059998,294.579987,291.000000,291.489990,265.326538,2103600
2020-01-03,290.049988,292.899994,289.329987,291.730011,265.545013,1926000
2020-01-06,290.549988,292.070007,288.619995,291.809998,265.617737,2655100
2020-01-07,291.320007,291.690002,289.279999,291.350006,265.199066,1963400
2020-01-08,290.989990,295.480011,290.500000,294.690002,268.239258,2492800
2020-01-09,298.549988,301.959991,297.709991,299.420013,272.544769,3261200
2020-01-10,300.000000,300.269989,296.660004,297.239990,270.560303,2024200
2020-01-13,296.920013,300.649994,296.799988,299.869995,272.954285,1778600
2020-01-14,299.250000,301.000000,298.579987,299.750000,272.845062,1459900
2020-01-15,298.350006,301.040009,298.040009,300.820007,273.819061,1604000
2020-01-16,301.390015,304.059998,300.980011,303.029999,275.830688,1758600
2020-01-17,303.399994,305.299988,303.029999,304.679993,277.332581,2506500
2020-01-21,306.200012,313.339996,305.760010,313.260010,285.142426,3585900
2020-01-22,313.399994,313.559998,310.209991,311.890015,283.895477,2218900
2020-01-23,312.019989,313.399994,310.730011,312.880005,284.796539,1535900
2020-01-24,314.019989,314.279999,309.100006,310.510010,282.639282,1986100
2020-01-27,306.149994,311.769989,305.649994,309.450012,281.674469,2265100
2020-01-28,310.510010,311.709991,309.100006,310.850006,282.948700,1571700
2020-01-29,310.859985,311.970001,309.390015,309.579987,281.792755,1713700
2020-01-30,308.839996,309.640015,306.670013,309.470001,281.692688,1232600
2020-01-31,308.549988,309.179993,304.559998,305.519989,278.097137,1837000
2020-02-03,307.000000,308.579987,301.670013,302.000000,274.893097,2816800
2020-02-04,304.570007,305.910004,302.760010,304.899994,277.532837,1982300
2020-02-05,307.000000,309.589996,305.399994,308.950012,281.219299,1731800
2020-02-06,309.350006,311.839996,307.850006,310.609985,283.326447,1917900
2020-02-07,310.000000,313.809998,309.119995,313.630005,286.081207,1903500
2020-02-10,313.760010,316.940002,312.600006,313.790009,286.227173,2336300
2020-02-11,314.029999,314.429993,310.470001,310.679993,283.390259,2047500
2020-02-12,310.769989,315.480011,310.769989,315.119995,287.440308,1384600
2020-02-13,314.850006,318.790009,313.540009,318.200012,290.249786,1438000
2020-02-14,318.869995,319.809998,316.950012,318.309998,290.350128,1113400
2020-02-18,319.000000,323.480011,318.609985,322.049988,293.761536,1547100
2020-02-19,322.079987,324.529999,321.730011,323.019989,294.646332,1413600
2020-02-20,322.320007,325.070007,321.010010,324.079987,295.613251,1427500
2020-02-21,322.559998,325.260010,321.029999,321.950012,293.670349,2239000
2020-02-24,315.500000,320.000000,313.260010,313.619995,286.072021,2300400
2020-02-25,315.000000,316.570007,304.399994,304.869995,278.090576,2881800
2020-02-26,307.549988,311.299988,304.679993,305.690002,278.838531,2236000
2020-02-27,301.980011,305.000000,293.000000,293.130005,267.381866,3625300
2020-02-28,285.250000,287.329987,271.279999,281.140015,256.445068,7091800
2020-03-02,294.440002,309.510010,291.380005,309.140015,281.985596,7563800
2020-03-03,309.140015,314.170013,301.029999,302.730011,276.138672,5131400
2020-03-04,308.290009,320.970001,305.019989,320.739990,292.566681,4219300
2020-03-05,315.769989,324.510010,313.200012,315.760010,288.024170,6407700
2020-03-06,312.140015,317.489990,302.750000,311.339996,283.992340,6185500
2020-03-09,295.850006,310.329987,293.000000,301.980011,275.454559,5203100
2020-03-10,307.970001,309.730011,294.420013,309.399994,282.222626,4245500
2020-03-11,300.859985,307.790009,294.190002,297.429993,271.304047,3622700
2020-03-12,280.440002,295.630005,276.339996,279.850006,255.268311,7307600
2020-03-13,288.829987,303.250000,278.269989,302.269989,275.718994,6100100
2020-03-16,281.829987,299.529999,279.510010,283.179993,258.305786,5465500
2020-03-17,289.000000,307.190002,286.299988,306.989990,280.024414,7170600
2020-03-18,298.000000,318.000000,296.000000,307.500000,280.489594,6701800
2020-03-19,310.410004,313.850006,302.630005,305.220001,278.409882,5429500
2020-03-20,307.920013,308.010010,287.019989,290.420013,264.909943,6581200
2020-03-23,292.010010,295.670013,278.420013,285.529999,260.449432,5646400
2020-03-24,294.589996,297.350006,282.829987,284.940002,259.911316,7124200
2020-03-25,284.209991,290.720001,279.209991,280.859985,256.189636,5639600
2020-03-26,281.339996,293.730011,280.859985,292.299988,266.624786,5463100
2020-03-27,287.130005,293.489990,283.329987,284.329987,259.354828,4250400
2020-03-30,287.489990,291.679993,285.839996,291.119995,265.548462,4396000
2020-03-31,287.420013,291.519989,284.000000,285.130005,260.084564,5618600
2020-04-01,282.359985,288.799988,280.899994,286.779999,261.589600,3745800
2020-04-02,284.380005,292.779999,282.820007,291.480011,265.876801,3500600
2020-04-03,289.160004,292.339996,285.799988,288.649994,263.295319,2650100
2020-04-06,293.000000,305.489990,289.570007,305.119995,278.318695,5272500
2020-04-07,306.500000,310.000000,303.220001,303.630005,276.959534,4036500
2020-04-08,305.109985,307.420013,302.279999,305.970001,279.093994,3964400
2020-04-09,299.450012,304.350006,297.579987,300.010010,273.657532,6487600
2020-04-13,298.579987,303.950012,297.660004,299.619995,273.301697,3120400
2020-04-14,302.750000,314.750000,301.250000,314.140015,286.546509,4288300
2020-04-15,311.640015,313.750000,306.820007,310.269989,283.016266,2937300
2020-04-16,314.730011,322.630005,312.040009,321.559998,293.314575,3940000
2020-04-17,321.309998,322.130005,314.019989,317.920013,289.994324,3688000
2020-04-20,317.950012,318.380005,311.529999,312.079987,284.667206,3156300
2020-04-21,311.140015,311.890015,299.350006,301.329987,274.861572,3833000
2020-04-22,304.000000,311.130005,302.040009,309.420013,282.240997,2970600
2020-04-23,307.029999,309.640015,304.790009,305.399994,278.573944,2625200
2020-04-24,307.329987,310.829987,305.510010,310.549988,283.271637,2019400
2020-04-27,313.049988,313.290009,307.589996,308.779999,281.657196,2287300
2020-04-28,310.829987,311.269989,304.279999,304.950012,278.163666,2425900
2020-04-29,304.950012,308.679993,301.119995,307.089996,280.115723,3667700
2020-04-30,306.149994,307.899994,302.570007,303.000000,277.016357,3794300
2020-05-01,301.779999,304.820007,300.179993,301.920013,276.028992,2525400
2020-05-04,303.000000,305.529999,300.070007,304.489990,278.378540,2477500
2020-05-05,305.059998,309.799988,303.440002,307.920013,281.514404,2460900
2020-05-06,309.920013,311.040009,306.540009,308.890015,282.401276,2406700
2020-05-07,309.339996,309.869995,304.529999,305.000000,278.844788,2601800
2020-05-08,305.899994,307.179993,303.700012,305.940002,279.704132,2337400
2020-05-11,305.640015,311.829987,305.000000,310.329987,283.717773,1865900
2020-05-12,310.839996,311.549988,304.790009,304.839996,278.698517,2264900
2020-05-13,304.839996,306.399994,300.119995,302.140015,276.230133,2954900
2020-05-14,301.010010,302.880005,294.540009,299.739990,274.035828,3718900
2020-05-15,299.070007,299.829987,295.859985,299.209991,273.551361,4577200
2020-05-18,301.720001,303.190002,299.920013,302.760010,276.796844,3987300
2020-05-19,304.619995,309.019989,303.149994,304.630005,278.506592,3523000
2020-05-20,306.769989,307.920013,303.200012,304.910004,278.762604,2827000
2020-05-21,304.790009,305.040009,301.250000,301.970001,276.074615,2492100
2020-05-22,302.010010,303.940002,300.829987,302.429993,276.495270,2366400
2020-05-26,306.010010,306.899994,303.529999,304.799988,278.661957,3234600
2020-05-27,304.559998,306.309998,299.470001,306.010010,279.768219,2980200
2020-05-28,307.250000,311.000000,306.899994,309.559998,283.013763,4301900
2020-05-29,304.200012,308.880005,302.350006,308.470001,282.017242,4971800
2020-06-01,307.899994,309.739990,306.459991,308.290009,281.852753,2293700
2020-06-02,307.950012,309.019989,304.720001,307.089996,280.755646,2528900
2020-06-03,307.500000,308.200012,305.920013,306.640015,280.344177,2165900
2020-06-04,310.850006,315.350006,309.089996,310.750000,284.101715,4553900
2020-06-05,313.130005,313.630005,307.290009,312.040009,285.281158,4375600
2020-06-08,310.660004,311.290009,306.459991,307.190002,280.846985,3764500
2020-06-09,307.500000,308.600006,305.170013,305.549988,279.347656,3155800
2020-06-10,306.480011,308.630005,305.649994,307.329987,280.975006,2713700
2020-06-11,306.989990,309.200012,300.640015,300.829987,275.032501,3443000
2020-06-12,302.670013,305.149994,296.250000,298.700012,273.085114,4020000
2020-06-15,297.049988,298.070007,293.839996,297.179993,271.695374,3266800
2020-06-16,301.350006,302.739990,299.220001,301.359985,275.516907,2633800
2020-06-17,301.019989,302.000000,298.899994,299.609985,273.917023,2188400
2020-06-18,300.000000,300.809998,297.790009,299.570007,273.880554,1881800
2020-06-19,300.179993,301.899994,298.640015,299.899994,274.182159,3438000
2020-06-22,299.700012,301.480011,298.250000,300.450012,274.685028,2094400
2020-06-23,301.730011,304.899994,300.730011,301.290009,275.453003,2409600
2020-06-24,300.769989,301.279999,296.600006,298.019989,272.463379,2398100
2020-06-25,297.059998,301.149994,295.399994,300.529999,274.758148,2274300
2020-06-26,300.410004,302.119995,295.950012,296.559998,271.128510,2866000
2020-06-29,297.440002,301.630005,296.829987,301.589996,275.727295,1841700
2020-06-30,301.010010,304.619995,300.140015,303.209991,277.208282,2391700
2020-07-01,302.500000,305.579987,300.750000,304.750000,278.616241,1906100
2020-07-02,306.000000,308.920013,304.600006,305.739990,279.521362,2540500
2020-07-06,307.529999,311.559998,307.239990,311.489990,284.778259,2332400
2020-07-07,310.019989,318.049988,309.720001,316.230011,289.111847,3346600
2020-07-08,317.140015,318.049988,314.010010,316.320007,289.194061,2364500
2020-07-09,320.000000,328.980011,319.679993,325.540009,297.623413,5313600
2020-07-10,326.000000,327.399994,323.109985,326.230011,298.254211,2484100
2020-07-13,326.299988,329.109985,321.500000,322.920013,295.228088,2583200
2020-07-14,321.320007,328.660004,320.450012,328.000000,299.872528,1844800
2020-07-15,328.100006,329.320007,325.619995,326.700012,298.684052,1770700
2020-07-16,326.619995,327.899994,324.059998,326.269989,298.290802,1402000
2020-07-17,327.299988,327.799988,324.579987,324.790009,296.937683,1768100
2020-07-20,324.890015,327.440002,322.660004,326.510010,298.510223,1863300
2020-07-21,327.000000,331.489990,326.500000,327.739990,299.634857,1874200
2020-07-22,329.649994,329.660004,325.010010,328.299988,300.146729,1312600
2020-07-23,328.100006,330.380005,325.329987,326.109985,298.144501,1561700
2020-07-24,326.220001,328.750000,324.670013,325.779999,297.842804,1423400
2020-07-27,325.679993,329.000000,325.179993,327.600006,299.506714,2083300
2020-07-28,327.970001,330.000000,325.820007,327.570007,299.479279,1374000
2020-07-29,327.019989,328.040009,325.390015,326.140015,298.171967,1341300
2020-07-30,322.690002,326.450012,322.000000,324.820007,297.603912,1390300
2020-07-31,324.820007,326.309998,322.549988,325.529999,298.254395,2149900
2020-08-03,325.549988,329.890015,324.299988,329.320007,301.726929,2480200
2020-08-04,329.559998,339.820007,328.920013,339.790009,311.319519,3933300
2020-08-05,341.859985,342.730011,337.589996,339.970001,311.484589,2923700
2020-08-06,342.410004,345.119995,341.609985,343.309998,314.544647,2104300
2020-08-07,343.140015,344.730011,339.630005,340.910004,312.345764,1759000
2020-08-10,340.709991,341.070007,338.579987,340.000000,311.511963,1503800
2020-08-11,340.850006,340.850006,331.799988,332.429993,304.576233,2065600
2020-08-12,333.750000,338.899994,333.170013,336.760010,308.543488,1853900
2020-08-13,336.989990,339.459991,335.130005,335.700012,307.572296,1536500
2020-08-14,336.529999,338.760010,335.600006,336.279999,308.103729,1522900
2020-08-17,337.649994,340.369995,337.359985,339.959991,311.475342,1504700
2020-08-18,341.000000,342.799988,336.809998,340.750000,312.199158,1489400
