date,open,high,low,close,adj_close,volume
2019-12-06,200.500000,201.570007,200.059998,201.050003,199.299850,12270600
2019-12-09,200.649994,203.139999,200.210007,201.339996,199.587311,11954800
2019-12-10,201.660004,202.050003,200.149994,200.869995,199.121384,9475700
2019-12-11,200.279999,202.630005,200.279999,202.259995,200.499298,8036800
2019-12-12,202.350006,203.660004,194.100006,196.750000,195.037277,23734800
2019-12-13,196.399994,196.800003,193.169998,194.110001,192.420258,18798000
2019-12-16,195.270004,199.119995,194.809998,197.919998,196.197083,14911500
2019-12-17,198.839996,199.000000,196.130005,198.389999,196.662994,10175700
2019-12-18,200.089996,204.300003,200.089996,202.500000,200.737213,23274400
2019-12-19,202.779999,206.300003,202.509995,206.059998,204.266220,16514600
2019-12-20,207.479996,207.710007,203.429993,206.300003,204.504135,27306900
2019-12-23,206.699997,208.589996,205.679993,206.179993,204.385162,13348900
2019-12-24,206.300003,206.789993,205.000000,205.119995,203.334396,6046300
2019-12-26,205.570007,207.820007,205.309998,207.789993,205.981140,9350700
2019-12-27,208.669998,208.929993,206.589996,208.100006,206.288498,10284200
2019-12-30,207.860001,207.899994,203.899994,204.410004,202.630585,10524300
2019-12-31,204.000000,205.559998,203.600006,205.250000,203.463257,8953500
2020-01-02,206.750000,209.789993,206.270004,209.779999,207.953827,12077100
2020-01-03,207.210007,210.399994,206.949997,208.669998,206.853500,11188400
2020-01-06,206.699997,212.779999,206.520004,212.600006,210.749298,17058900
2020-01-07,212.820007,214.580002,211.750000,213.059998,211.205276,14912400
2020-01-08,213.000000,216.240005,212.610001,215.220001,213.346497,13475000
2020-01-09,217.539993,218.380005,216.279999,218.300003,216.399689,12642800
2020-01-10,219.199997,219.880005,217.419998,218.059998,216.161758,12119400
2020-01-13,219.600006,221.970001,219.210007,221.910004,219.978226,14463400
2020-01-14,221.610001,222.380005,218.630005,219.059998,217.153046,13288900
2020-01-15,220.610001,221.679993,220.139999,221.149994,219.224854,10036500
2020-01-16,222.570007,222.630005,220.389999,221.770004,219.839493,10015300
2020-01-17,222.029999,222.289993,220.529999,222.139999,220.206238,15905900
2020-01-21,222.160004,222.369995,219.119995,221.440002,219.512375,14275800
2020-01-22,222.309998,222.750000,221.279999,221.320007,219.393387,12212800
2020-01-23,220.750000,221.490005,219.270004,219.759995,217.846924,11195000
2020-01-24,220.800003,221.779999,216.110001,217.940002,216.042816,11905800
2020-01-27,213.100006,216.059998,212.500000,214.869995,212.999527,13810700
2020-01-28,216.139999,218.740005,213.520004,217.789993,215.894104,13413800
2020-01-29,221.440002,224.199997,218.449997,223.229996,221.286774,33181300
2020-01-30,206.529999,211.429993,204.750000,209.529999,207.706009,48775500
2020-01-31,208.429993,208.690002,201.059998,201.910004,200.152359,31359900
2020-02-03,203.440002,205.139999,202.500000,204.190002,202.412506,15495600
2020-02-04,206.619995,210.600006,205.199997,209.830002,208.003418,19628900
2020-02-05,212.509995,212.729996,208.710007,210.110001,208.280945,12538200
2020-02-06,210.470001,211.190002,209.339996,210.850006,209.014542,10567500
2020-02-07,210.300003,212.820007,209.929993,212.330002,210.481644,12242500
2020-02-10,211.520004,213.800003,210.660004,213.059998,211.205276,11856400
2020-02-11,210.190002,210.860001,206.509995,207.190002,205.386368,25030800
2020-02-12,207.850006,211.220001,207.399994,210.759995,208.925308,13813700
2020-02-13,209.520004,214.330002,209.179993,213.139999,211.284592,15396600
2020-02-14,214.000000,214.929993,212.649994,214.179993,212.315521,10741700
2020-02-18,213.550003,217.979996,213.399994,217.800003,215.904022,15609200
2020-02-19,217.990005,218.320007,216.110001,217.490005,215.596725,12135100
2020-02-20,216.520004,218.770004,212.949997,214.580002,212.712036,13109200
2020-02-21,213.479996,214.240005,208.830002,210.179993,208.350357,14092300
2020-02-24,201.800003,203.649994,198.169998,200.720001,198.972702,23080100
2020-02-25,202.250000,203.500000,195.949997,196.770004,195.057098,21433500
2020-02-26,197.190002,201.210007,195.490005,197.199997,195.483337,16524500
2020-02-27,191.820007,195.880005,189.500000,189.750000,188.098236,21682600
2020-02-28,182.699997,192.740005,181.820007,192.470001,190.794525,32568900
2020-03-02,194.029999,196.570007,188.850006,196.440002,194.729950,24949000
2020-03-03,196.220001,197.240005,183.970001,185.889999,184.271805,27984100
2020-03-04,189.169998,191.830002,186.389999,191.759995,190.090698,23062500
2020-03-05,186.779999,188.990005,183.889999,185.169998,183.558090,19333400
2020-03-06,178.330002,183.779999,176.259995,181.089996,179.513565,24559600
2020-03-09,169.600006,175.000000,165.190002,169.500000,168.024475,29949000
2020-03-10,174.669998,178.289993,169.500000,178.190002,176.638840,24517800
2020-03-11,174.009995,175.880005,167.660004,170.240005,168.758026,20373900
2020-03-12,159.539993,166.600006,154.339996,154.470001,153.125320,43266300
2020-03-13,163.529999,170.789993,157.600006,170.279999,168.797684,35028600
2020-03-16,152.320007,159.130005,143.100006,146.009995,144.738953,39120400
2020-03-17,150.740005,153.940002,140.000000,149.419998,148.119278,34255600
2020-03-18,139.750000,148.179993,137.100006,146.960007,145.680695,37553100
2020-03-19,146.619995,159.929993,144.800003,153.130005,151.796997,39862300
2020-03-20,156.020004,159.270004,148.000000,149.729996,148.426605,32568400
2020-03-23,149.660004,152.309998,142.250000,148.100006,146.810776,29830800
2020-03-24,155.210007,161.309998,152.570007,160.979996,159.578659,30440400
2020-03-25,158.919998,162.990005,153.059998,156.210007,154.850174,35184300
2020-03-26,158.250000,164.000000,157.020004,163.339996,161.918076,26556800
2020-03-27,158.199997,160.089996,154.750000,156.789993,155.425110,24879900
2020-03-30,159.179993,166.750000,158.059998,165.949997,164.505371,22515200
2020-03-31,165.479996,170.929993,164.199997,166.800003,165.348007,23676300
2020-04-01,161.619995,164.149994,158.039993,159.600006,158.210663,19507600
2020-04-02,159.100006,161.350006,155.919998,158.190002,156.812943,20886300
2020-04-03,157.149994,157.910004,150.830002,154.179993,152.837830,25983300
2020-04-06,160.149994,166.199997,158.509995,165.550003,164.108871,28453600
2020-04-07,171.789993,173.389999,166.009995,168.830002,167.360321,31411900
2020-04-08,171.250000,175.000000,167.740005,174.279999,172.762894,21664200
2020-04-09,175.899994,177.080002,171.570007,175.190002,173.664963,23534300
2020-04-13,173.669998,175.000000,169.449997,174.789993,173.268433,19355400
2020-04-14,178.979996,181.229996,176.619995,178.169998,176.619019,21011800
2020-04-15,175.190002,178.190002,172.820007,176.970001,175.429443,17423000
2020-04-16,177.949997,178.050003,172.509995,176.250000,174.715744,23593200
2020-04-17,179.199997,180.279999,176.660004,179.240005,177.679718,20974800
2020-04-20,177.410004,180.500000,176.770004,178.240005,176.688400,16110700
2020-04-21,175.250000,175.380005,168.339996,170.800003,169.313171,24850500
2020-04-22,178.449997,184.779999,178.139999,182.279999,180.693253,33242000
2020-04-23,184.080002,187.050003,183.149994,185.130005,183.518448,21426600
2020-04-24,183.229996,190.410004,180.830002,190.070007,188.415421,28792000
2020-04-27,192.660004,193.750000,187.410004,187.500000,185.867783,29197800
2020-04-28,188.660004,189.199997,182.559998,182.910004,181.317734,21731000
2020-04-29,190.929993,196.910004,190.000000,194.190002,192.499557,45954500
2020-04-30,206.919998,209.690002,201.570007,204.710007,202.927994,46230100
2020-05-01,201.600006,207.279999,199.050003,202.270004,200.509201,30415600
2020-05-04,200.199997,205.910004,198.759995,205.259995,203.473175,19250700
2020-05-05,207.020004,210.380005,206.500000,207.070007,205.267441,21071200
2020-05-06,208.119995,211.600006,206.660004,208.470001,206.655212,21857000
2020-05-07,211.160004,211.600006,209.039993,211.259995,209.420944,15152000
2020-05-08,212.240005,213.210007,210.850006,212.350006,210.501465,12506000
2020-05-11,210.889999,215.000000,210.369995,213.179993,211.324249,12911900
2020-05-12,213.289993,215.279999,210.000000,210.100006,208.271057,14704600
2020-05-13,209.429993,210.779999,202.110001,205.100006,203.314590,20684600
2020-05-14,202.559998,206.929993,200.690002,206.809998,205.009674,17178900
2020-05-15,205.270004,211.339996,204.119995,210.880005,209.044266,19383200
2020-05-18,212.149994,214.639999,210.940002,213.190002,211.334167,20151900
2020-05-19,213.270004,220.490005,212.830002,216.880005,214.992050,31843200
2020-05-20,223.500000,231.339996,223.190002,229.970001,227.968094,50162900
2020-05-21,234.720001,237.199997,231.199997,231.389999,229.375717,47782600
2020-05-22,231.509995,235.990005,228.740005,234.910004,232.865097,33925600
2020-05-26,239.770004,240.899994,231.669998,232.199997,230.178680,33178300
2020-05-27,229.070007,230.559998,221.130005,229.139999,227.145309,34697600
2020-05-28,224.300003,231.630005,224.000000,225.460007,223.497314,29377200
2020-05-29,225.199997,227.490005,222.880005,225.089996,223.130569,23241500
2020-06-01,224.589996,232.440002,223.500000,231.910004,229.891205,18223800
2020-06-02,230.940002,233.000000,226.559998,232.720001,230.694122,20919000
2020-06-03,232.110001,232.649994,228.529999,230.160004,228.156433,15380300
2020-06-04,229.559998,231.630005,224.610001,226.289993,224.320129,17041500
2020-06-05,226.710007,231.350006,225.309998,230.770004,228.761124,16750400
2020-06-08,229.029999,231.550003,227.410004,231.399994,229.385635,15466500
2020-06-09,231.520004,239.770004,230.410004,238.669998,236.592346,27462900
2020-06-10,240.960007,241.210007,235.279999,236.729996,234.669235,20720700
2020-06-11,229.940002,232.889999,223.550003,224.429993,222.476303,26708200
2020-06-12,229.899994,231.660004,224.500000,228.580002,226.590179,22091400
2020-06-15,225.089996,233.770004,224.800003,232.500000,230.476044,15340300
2020-06-16,237.139999,238.460007,233.000000,235.649994,233.598633,15236700
2020-06-17,235.000000,237.589996,231.729996,235.529999,233.479675,19578100
2020-06-18,234.990005,236.139999,232.149994,235.940002,233.886124,15782500
2020-06-19,237.789993,240.830002,235.550003,238.789993,236.711304,30081300
2020-06-22,238.559998,240.699997,236.910004,239.220001,237.137573,18917800
2020-06-23,241.279999,245.190002,239.860001,242.240005,240.131271,24017900
2020-06-24,241.199997,243.220001,232.679993,234.020004,231.982819,20834900
2020-06-25,234.619995,237.300003,232.740005,235.679993,233.628387,18704300
2020-06-26,232.639999,233.089996,215.399994,216.080002,214.199005,76343900
2020-06-29,209.750000,220.750000,207.110001,220.639999,218.719284,58514300
2020-06-30,220.589996,227.500000,218.470001,227.070007,225.093338,33927100
2020-07-01,228.500000,239.000000,227.559998,237.550003,235.482117,43399700
2020-07-02,239.000000,240.000000,232.610001,233.419998,231.388046,30633600
2020-07-06,233.759995,240.399994,232.270004,240.279999,238.188309,26206200
2020-07-07,239.410004,247.649994,238.820007,240.860001,238.763306,27887800
2020-07-08,238.110001,246.990005,236.589996,243.580002,241.459625,29791300
2020-07-09,245.000000,246.529999,239.240005,244.500000,242.371597,22174900
2020-07-10,243.690002,245.490005,239.320007,245.070007,242.936630,22982700
2020-07-13,247.009995,250.149994,238.419998,239.000000,236.919495,24674900
2020-07-14,236.759995,240.330002,232.029999,239.729996,237.643112,23378100
2020-07-15,241.550003,244.820007,238.050003,240.279999,238.188309,19133600
2020-07-16,238.000000,241.759995,236.330002,240.929993,238.832672,18880700
2020-07-17,241.000000,244.160004,237.860001,242.029999,239.923096,18152400
2020-07-20,240.059998,246.050003,235.639999,245.419998,243.283569,20872200
2020-07-21,246.220001,246.910004,240.080002,241.750000,239.645538,19364200
2020-07-22,240.259995,241.899994,238.119995,239.869995,237.781891,15427900
2020-07-23,239.630005,242.419998,231.750000,232.600006,230.575195,21771800
2020-07-24,230.190002,233.490005,226.899994,230.710007,228.701645,18325800
2020-07-27,231.460007,234.949997,230.830002,233.500000,231.467377,13163100
2020-07-28,234.630005,234.960007,229.830002,230.119995,228.116760,14170100
2020-07-29,231.139999,233.699997,230.309998,233.289993,231.259140,13588300
2020-07-30,230.220001,234.889999,229.000000,234.500000,232.458633,20615300
2020-07-31,255.820007,255.850006,249.000000,253.669998,251.461777,53005100
2020-08-03,252.649994,255.399994,250.330002,251.960007,249.766678,23124900
2020-08-04,251.559998,252.800003,247.429993,249.830002,247.655197,17183500
2020-08-05,250.190002,252.270004,247.770004,249.119995,246.951370,13050100
2020-08-06,249.039993,266.600006,248.669998,265.279999,262.970703,45241600
2020-08-07,264.079987,278.890015,263.429993,268.440002,266.103149,72766400
2020-08-10,268.040009,273.859985,259.690002,263.000000,260.710541,30248800
2020-08-11,260.190002,265.920013,255.130005,256.130005,253.900391,28238300
2020-08-12,258.970001,263.899994,258.109985,259.890015,257.627655,21415700
2020-08-13,261.549988,265.160004,259.570007,261.299988,259.025391,17374000
2020-08-14,262.309998,262.649994,258.679993,261.239990,258.965851,14792700
2020-08-17,262.500000,264.100006,259.399994,261.160004,258.886536,13351100
2020-08-18,260.950012,265.149994,259.260010,262.339996,260.056244,18690400
2020-08-19,261.390015,267.910004,261.350006,262.589996,260.304138,23291500
2020-08-20,261.500000,269.630005,261.459991,269.010010,266.668243,20299700
2020-08-21,268.690002,270.489990,266.420013,267.010010,264.685669,15538600
2020-08-24,271.070007,277.250000,268.769989,271.390015,269.027527,23685600
2020-08-25,272.410004,283.089996,270.260010,280.820007,278.375397,42127200
2020-08-26,284.000000,304.670013,284.000000,303.910004,301.264435,69015200
2020-08-27,300.160004,301.230011,292.019989,293.220001,290.667480,30301300
2020-08-28,295.000000,297.230011,290.980011,293.660004,291.103638,17157400
2020-08-31,293.950012,296.880005,291.549988,293.200012,290.647644,17345100
2020-09-01,294.709991,301.489990,292.709991,295.440002,292.868164,17295900
2020-09-02,298.880005,303.600006,293.049988,302.500000,299.866730,24341400
2020-09-03,295.989990,297.600006,283.630005,291.119995,288.585754,32294100
2020-09-04,287.250000,289.000000,271.140015,282.730011,280.268860,30333700
2020-09-08,271.279999,279.299988,269.420013,271.160004,268.799500,24864000
2020-09-09,275.769989,278.480011,271.350006,273.720001,271.337250,22918800
2020-09-10,275.510010,279.160004,267.029999,268.089996,265.756226,24814700
2020-09-11,270.059998,271.390015,262.640015,266.609985,264.289124,18913900
2020-09-14,270.950012,276.640015,265.700012,266.149994,263.833099,24093800
2020-09-15,270.670013,274.519989,269.299988,272.420013,270.048584,18478500
2020-09-16,267.290009,272.440002,261.790009,263.519989,261.226044,29183400
2020-09-17,258.279999,261.500000,250.190002,254.820007,252.601776,31281400
2020-09-18,258.399994,259.200012,250.050003,252.529999,250.331680,28130800
2020-09-21,247.539993,249.949997,244.130005,248.149994,245.989822,24709400
2020-09-22,253.309998,255.320007,248.220001,254.750000,252.532379,30293100
2020-09-23,255.259995,257.989990,248.149994,249.020004,246.852264,19641300
2020-09-24,246.500000,252.240005,245.619995,249.529999,247.357819,20006800
2020-09-25,249.399994,255.750000,246.610001,254.820007,252.601776,18351300
2020-09-28,259.399994,259.600006,254.820007,256.820007,254.584366,18826300
2020-09-29,257.809998,263.329987,256.899994,261.790009,259.511108,20200200
2020-09-30,261.980011,266.079987,260.100006,261.899994,259.620117,20142500
2020-10-01,265.350006,268.329987,264.799988,266.630005,264.308960,20009800
2020-10-02,261.209991,265.149994,259.179993,259.940002,257.677185,16367600
2020-10-05,262.200012,264.869995,260.839996,264.649994,262.346191,12822300
2020-10-06,261.779999,265.690002,258.239990,258.660004,256.408295,18696900
2020-10-07,259.209991,260.179993,254.820007,258.119995,255.872971,23133400
2020-10-08,259.750000,264.619995,259.149994,263.760010,261.463898,16312800
2020-10-09,264.519989,264.750000,262.170013,264.450012,262.147980,14107800
2020-10-12,270.200012,280.179993,267.869995,275.750000,273.349518,31019300
2020-10-13,277.579987,279.100006,273.390015,276.140015,273.736145,18063300
2020-10-14,277.619995,278.750000,271.500000,271.820007,269.453827,15577800
2020-10-15,267.600006,269.040009,263.670013,266.720001,264.398132,15416100
2020-10-16,267.380005,271.369995,265.299988,265.929993,263.615021,16622700
2020-10-19,265.529999,268.549988,259.880005,261.399994,259.124512,13587000
2020-10-20,263.059998,269.700012,262.880005,267.559998,265.230896,18763200
2020-10-21,279.559998,283.049988,276.369995,278.730011,276.303619,28998600
2020-10-22,279.869995,282.450012,275.040009,278.119995,275.698914,16720000
2020-10-23,278.799988,285.239990,276.820007,284.790009,282.310883,17535200
2020-10-26,283.160004,285.230011,274.260010,277.109985,274.697693,21322900
2020-10-27,278.760010,284.510010,276.309998,283.290009,280.823914,16287200
2020-10-28,278.790009,278.790009,267.260010,267.670013,265.339935,23121800
2020-10-29,276.549988,283.600006,273.779999,280.829987,278.385345,32368100
2020-10-30,274.500000,276.700012,259.100006,263.109985,260.819580,47247800
2020-11-02,264.600006,270.470001,257.339996,261.359985,259.084839,27165700
2020-11-03,263.160004,270.049988,260.880005,265.299988,262.990479,17961900
2020-11-04,281.000000,288.940002,278.619995,287.380005,284.878326,35364400
2020-11-05,291.899994,297.380005,288.950012,294.679993,292.114777,23823600
2020-11-06,293.950012,294.600006,288.059998,293.410004,290.855835,13891000
2020-11-09,289.869995,292.579987,278.529999,278.769989,276.343262,25117700
2020-11-10,273.100006,274.000000,264.000000,272.429993,270.058441,29067700
2020-11-11,273.470001,278.399994,272.480011,276.480011,274.073242,14957000
2020-11-12,277.179993,279.750000,274.429993,275.079987,272.685333,12899500
2020-11-13,277.720001,277.760010,273.100006,276.950012,274.539093,10391200
2020-11-16,275.049988,279.410004,274.630005,278.959991,276.531616,12970400
2020-11-17,277.679993,277.679993,273.290009,275.000000,272.606079,15040300
2020-11-18,274.519989,277.390015,271.839996,271.970001,269.602478,12152900
2020-11-19,271.019989,273.470001,269.190002,272.940002,270.564056,12963700
2020-11-20,272.559998,273.000000,269.410004,269.700012,267.352264,18114700
2020-11-23,270.890015,270.950012,264.529999,268.429993,266.093353,20990800
2020-11-24,268.489990,277.820007,267.869995,276.920013,274.509399,16930400
2020-11-25,278.140015,280.179993,272.649994,275.589996,273.190979,12467000
2020-11-27,277.390015,279.130005,274.820007,277.809998,275.391663,7808400
2020-11-30,276.029999,277.700012,271.010010,276.970001,274.558899,16693300
2020-12-01,279.160004,289.299988,278.959991,286.549988,284.055542,20738900
2020-12-02,285.359985,291.779999,280.829987,287.519989,285.017059,17361600
2020-12-03,286.250000,286.649994,281.070007,281.850006,279.396454,12921700
2020-12-04,280.299988,283.459991,279.299988,279.700012,277.265137,10880300
2020-12-07,279.190002,288.489990,278.200012,285.579987,283.093994,13007700
2020-12-08,286.010010,286.429993,281.549988,283.399994,280.933014,10747700
2020-12-09,283.660004,287.630005,271.750000,277.920013,275.500732,25189700
2020-12-10,275.540009,278.730011,271.859985,277.119995,274.707642,20065100
2020-12-11,274.529999,276.480011,270.250000,273.549988,271.168671,14391400
2020-12-14,273.369995,277.220001,271.559998,274.190002,271.803101,16376900
2020-12-15,274.829987,276.079987,267.470001,275.549988,273.151306,23979500
2020-12-16,274.760010,277.859985,272.510010,275.670013,273.270325,15885000
2020-12-17,277.070007,280.440002,273.609985,274.480011,272.090637,16377800
2020-12-18,275.769989,278.000000,271.140015,276.399994,273.993896,26693200
2020-12-21,272.980011,274.670013,267.790009,272.790009,270.415314,16553700
2020-12-22,271.500000,271.500000,264.630005,267.089996,264.764893,17312900
2020-12-23,266.890015,272.170013,266.230011,268.109985,265.776031,14329000
2020-12-24,268.880005,270.399994,266.200012,267.399994,265.072205,6702000
2020-12-28,268.739990,277.299988,265.660004,277.000000,274.588654,23299700
2020-12-29,276.950012,280.510010,276.279999,276.779999,274.370575,16383000
2020-12-30,277.950012,278.079987,271.709991,271.869995,269.503357,11803800
2020-12-31,272.000000,277.089996,269.809998,273.160004,270.782104,12900400
2021-01-04,274.779999,275.000000,265.200012,268.940002,266.598846,15106100
2021-01-05,268.290009,272.399994,268.209991,270.970001,268.611176,9871600
2021-01-06,262.000000,267.750000,260.010010,263.309998,261.017822,24354100
2021-01-07,265.899994,271.609985,264.779999,268.739990,266.400604,15789800
2021-01-08,268.309998,268.950012,263.179993,267.570007,265.240845,18528300
2021-01-11,260.480011,263.470001,255.899994,256.839996,254.604141,30412300
2021-01-12,256.630005,259.720001,250.300003,251.089996,248.904221,26383500
2021-01-13,251.550003,253.949997,249.199997,251.639999,249.449448,19528900
2021-01-14,253.399994,255.029999,244.610001,245.639999,243.501678,29739400
2021-01-15,247.899994,253.860001,247.160004,251.360001,249.171875,24942900
2021-01-19,256.899994,262.200012,252.720001,261.100006,258.827087,28028500
2021-01-20,268.929993,270.320007,263.600006,267.480011,265.151550,25199900
2021-01-21,269.260010,273.600006,267.489990,272.869995,270.494629,20838700
2021-01-22,272.010010,278.470001,272.000000,274.500000,272.110413,21954000
2021-01-25,278.140015,280.100006,271.510010,278.010010,275.589905,19087000
2021-01-26,278.140015,285.390015,277.809998,282.049988,279.594696,19373600
2021-01-27,282.529999,283.450012,268.119995,272.140015,269.770996,35346200
2021-01-28,277.179993,286.790009,264.700012,265.000000,262.693115,37758800
2021-01-29,265.299988,266.559998,254.850006,258.329987,256.081238,30389500
2021-02-01,259.519989,264.170013,254.910004,262.010010,259.729218,22914300
2021-02-02,264.000000,268.850006,263.269989,267.079987,264.754974,17320800
2021-02-03,265.619995,269.200012,263.839996,266.649994,264.328735,14223400
2021-02-04,267.010010,268.160004,264.000000,266.489990,264.170135,16060000
2021-02-05,266.799988,269.170013,265.670013,268.100006,265.766205,12454400
2021-02-08,268.750000,269.859985,265.000000,266.579987,264.259369,13755200
2021-02-09,266.440002,273.390015,265.750000,269.450012,267.104401,14613400
2021-02-10,272.450012,273.799988,267.720001,271.869995,269.503357,14687200
2021-02-11,271.890015,273.579987,268.489990,270.390015,268.036285,12828600
2021-02-12,270.519989,271.179993,268.339996,270.500000,268.145233,9097600
2021-02-16,270.799988,276.600006,270.049988,273.970001,271.585083,15417200
2021-02-17,271.239990,273.970001,269.579987,273.570007,271.188568,12763200
2021-02-18,269.570007,271.950012,266.029999,269.390015,267.045013,15249100
2021-02-19,269.859985,270.269989,260.149994,261.559998,259.283112,25622600
2021-02-22,257.950012,263.070007,257.529999,260.329987,258.063812,17434900
2021-02-23,259.500000,267.459991,254.960007,265.859985,263.545654,21924600
2021-02-24,262.329987,266.380005,258.390015,264.309998,262.009125,15736100
2021-02-25,262.299988,266.940002,254.039993,254.690002,252.472900,19053100
2021-02-26,256.470001,265.549988,256.470001,257.619995,255.377411,26619500
2021-03-01,260.820007,266.649994,257.899994,264.910004,262.603973,22157300
2021-03-02,265.779999,266.709991,258.649994,259.000000,256.745392,15191700
2021-03-03,260.290009,260.989990,255.100006,255.410004,253.186630,15513500
2021-03-04,256.470001,266.489990,253.500000,257.640015,255.397232,31626500
2021-03-05,260.670013,265.450012,255.610001,264.279999,261.979401,26820100
2021-03-08,265.549988,265.579987,255.050003,255.309998,253.087479,18391800
2021-03-09,261.179993,268.529999,259.809998,265.739990,263.426758,22039700
2021-03-10,268.640015,268.970001,262.869995,264.899994,262.594025,14210300
2021-03-11,268.109985,277.899994,267.820007,273.880005,271.495850,21834000
2021-03-12,269.140015,269.739990,264.019989,268.399994,266.063507,20600200
2021-03-15,269.079987,275.959991,268.500000,273.750000,271.366974,16844800
2021-03-16,276.079987,282.140015,274.799988,279.279999,276.848816,22437700
2021-03-17,275.709991,286.230011,275.410004,284.010010,281.537628,21315000
2021-03-18,279.869995,285.190002,278.279999,278.619995,276.194580,18728300
2021-03-19,281.220001,292.799988,281.200012,290.109985,287.584534,38930500
2021-03-22,290.450012,299.709991,286.750000,293.540009,290.984650,28273100
2021-03-23,293.149994,298.000000,289.809998,290.630005,288.100037,23000900
2021-03-24,291.000000,291.720001,281.160004,282.140015,279.683929,18675000
2021-03-25,280.980011,288.059998,277.750000,278.739990,276.313507,24505600
2021-03-26,278.299988,284.500000,277.769989,283.019989,280.556274,17629200
2021-03-29,285.769989,293.179993,284.700012,290.820007,288.288422,21718800
2021-03-30,289.829987,292.470001,286.700012,288.000000,285.492920,17474500
2021-03-31,289.989990,296.500000,288.609985,294.529999,291.966034,19498200
2021-04-01,298.399994,302.399994,296.600006,298.660004,296.060181,17616000
2021-04-05,300.890015,310.769989,300.679993,308.910004,306.220886,28237000
2021-04-06,308.839996,311.350006,305.250000,306.260010,303.593994,17335200
2021-04-07,306.339996,314.250000,305.500000,313.089996,310.364502,22855200
2021-04-08,314.850006,315.880005,310.049988,313.019989,310.295105,20894100
2021-04-09,311.399994,314.739990,310.329987,312.459991,309.739990,15988600
2021-04-12,311.049988,312.149994,307.929993,311.540009,308.828064,10881900
2021-04-13,312.209991,314.429993,309.320007,309.760010,307.063507,14036900
2021-04-14,307.299988,308.029999,301.950012,302.820007,300.183929,17421400
2021-04-15,306.339996,310.140015,304.100006,307.820007,305.140381,14558300
2021-04-16,308.170013,308.950012,304.609985,306.179993,303.514618,13059200
2021-04-19,305.010010,307.700012,300.559998,302.239990,299.608917,14553500
2021-04-20,301.989990,305.100006,297.209991,302.649994,300.015442,16796400
2021-04-21,301.950012,301.980011,297.390015,301.470001,298.845703,14863500
2021-04-22,301.329987,302.920013,296.040009,296.519989,293.938782,16375400
2021-04-23,298.760010,302.589996,297.149994,301.130005,298.508636,17536800
2021-04-26,303.339996,305.799988,301.559998,303.040009,300.401978,16172600
2021-04-27,304.279999,305.339996,301.109985,303.570007,300.927399,15309300
2021-04-28,307.359985,310.920013,305.369995,307.100006,304.426636,33907200
2021-04-29,330.119995,331.809998,321.609985,329.510010,326.641571,56526800
2021-04-30,326.140015,329.820007,324.500000,325.079987,322.250122,26332400
2021-05-03,326.170013,328.549988,321.839996,322.579987,319.771881,18719500
2021-05-04,320.019989,322.190002,313.119995,318.359985,315.588593,24032600
2021-05-05,318.190002,321.059998,314.489990,315.019989,312.277649,15577600
2021-05-06,314.519989,320.239990,313.269989,320.019989,317.234192,19012200
2021-05-07,322.380005,322.940002,318.750000,319.079987,316.302307,15916700
2021-05-10,314.350006,314.579987,304.829987,305.970001,303.306488,24239200
2021-05-11,300.750000,306.839996,299.690002,306.529999,303.861633,18920100
2021-05-12,301.130005,304.959991,298.190002,302.549988,299.916229,24645500
2021-05-13,306.079987,308.859985,302.769989,305.260010,302.602722,18079200
2021-05-14,309.540009,316.850006,309.079987,315.940002,313.189728,19245700
2021-05-17,313.549988,315.679993,311.579987,315.459991,312.713867,15401300
2021-05-18,315.589996,316.500000,309.809998,309.959991,307.261719,14522400
2021-05-19,304.190002,314.660004,303.570007,313.589996,310.860168,19106200
2021-05-20,313.579987,319.250000,313.160004,318.609985,315.836456,17320200
2021-05-21,319.290009,319.929993,315.809998,316.230011,313.477173,13600900
2021-05-24,318.209991,325.950012,318.029999,324.630005,321.803986,16445400
2021-05-25,327.079987,329.179993,324.799988,327.790009,324.936554,16437000
2021-05-26,328.350006,329.829987,325.820007,327.660004,324.807709,9686900
2021-05-27,328.000000,333.779999,326.760010,332.750000,329.853333,20477700
2021-05-28,331.000000,332.869995,328.329987,328.730011,325.868378,12037400
2021-06-01,330.149994,331.420013,326.640015,329.130005,326.264923,11765900
2021-06-02,330.380005,331.869995,327.119995,329.149994,326.284668,11654300
2021-06-03,325.779999,327.380005,323.480011,326.040009,323.201752,12610800
2021-06-04,325.899994,332.459991,325.179993,330.350006,327.474304,13289400
2021-06-07,329.480011,337.690002,328.929993,336.579987,333.650024,20136700
2021-06-08,336.700012,338.299988,332.239990,333.679993,330.775238,14580500
2021-06-09,335.739990,336.799988,330.000000,330.250000,327.375122,13727900
2021-06-10,330.790009,333.940002,328.549988,332.459991,329.565887,13240200
2021-06-11,332.579987,332.829987,328.929993,331.260010,328.376373,13587900
2021-06-14,331.899994,336.820007,329.809998,336.769989,333.838379,12250800
2021-06-15,336.989990,339.920013,335.029999,336.750000,333.818542,15795200
2021-06-16,336.700012,337.549988,328.720001,331.079987,328.197876,17232200
2021-06-17,330.489990,337.980011,330.149994,336.510010,333.580658,17794100
2021-06-18,334.529999,336.149994,329.000000,329.660004,326.790283,23039500
2021-06-21,331.089996,332.920013,327.649994,332.290009,329.397369,11337500
2021-06-22,332.690002,339.920013,332.600006,339.029999,336.078674,15345300
